Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"provided that:
- no later than the Effective Date of this Agreement, the owner registered in the Land Titles Office shall transfer all right, title and interest to the First Nation of Nacho Nyak Dun, failing which the land shall not become Settlement Land,",appendex settlement land description settlement land description nacho nyak dun provided later effective date agreement owner registered land title office shall transfer right title interest nacho nyak dun failing land shall become settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 2.28 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-16B/D
Category B - Developed, being the Parcel shown as C-16B/D on the Reference Plan of Mayo, dated February 19, 1993, being that portion of the land described in Reservation 105M12-0000-026 comprising a portion of Lot 46, Group 1004, Plan 53829 CLSR, 23456 LTO including any portion of the road right-of-way, Plan 67407 CLSR, lying southerly of the 30 metre right-of-way for a road shown approximately and designated Group Home Road on the Reference Plan of Mayo,",appendex settlement land description settlement land description nacho nyak dun cbd category b developed parcel shown cbd reference plan mayo dated february portion land described reservation comprising portion lot group plan clsr lto including portion road rightofway plan clsr lying southerly metre rightofway road shown approximately designated group home road reference plan mayo
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"subject to the following Special Conditions:
- any ten metre wide easement established in respect of existing utility lines on Parcel C-16B/D, in favour of the Yukon Energy Corporation;",appendex settlement land description settlement land description nacho nyak dun subject following special condition ten metre wide easement established respect existing utility line parcel cbd favour yukon energy corporation
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"- the Yukon shall close the highway designated as Road right-ofway, Plan 67407 CLSR upon the registration of a new plan of survey, for the right-of-way for a road shown approximately and designated Group Home Road on the Reference Plan of Mayo,",appendex settlement land description settlement land description nacho nyak dun yukon shall close highway designated road rightofway plan clsr upon registration new plan survey rightofway road shown approximately designated group home road reference plan mayo
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 7.90 hectares.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-17B
Category B, being the Parcel shown as C-17B on the Reference Plan of Mayo, dated February 19, 1993, being a portion of the land described in Reservation 105M12-0000-00023 comprising Lot 94, Group 1004, Plan 51735 CLSR, 26354 LTO,",appendex settlement land description settlement land description nacho nyak dun cb category b parcel shown cb reference plan mayo dated february portion land described reservation comprising lot group plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 1.13 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-18B
Category B, being the Parcel shown as C-18B on the Reference Plan of Mayo, dated February 19, 1993, being a portion of the land described in Application 13596 comprising the easterly portion of Parcel A of Lot 78, Group 1004, Plan 42389 CLSR, 21237 LTO having as a westerly boundary the easterly boundary of a twenty metre right-of-way for a road from the right-of-way for the Major Highway known as the Silver Trail to Lot 29, Group 1004, Plan 53871 CLSR, 19409 LTO, as shown approximately on the Reference Plan of Mayo,",appendex settlement land description settlement land description nacho nyak dun cb category b parcel shown cb reference plan mayo dated february portion land described application comprising easterly portion parcel lot group plan clsr lto westerly boundary easterly boundary twenty metre rightofway road rightofway major highway known silver trail lot group plan clsr lto shown approximately reference plan mayo
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 0.70 hectares.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-19FS
Fee Simple, being the Parcel shown as C-19FS on the Reference Plan of Mayo, dated February 19, 1993, being a portion of the land described in Application 13597 comprising Parcel A of Lot 84, Group 1004, Plan 42389 CLSR, 21237 LTO lying northeasterly of the right-of-way for the Major Highway known as the Silver Trail,",appendex settlement land description settlement land description nacho nyak dun cf fee simple parcel shown cf reference plan mayo dated february portion land described application comprising parcel lot group plan clsr lto lying northeasterly rightofway major highway known silver trail
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 1.00 hectare.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-20FS
Fee Simple, being the Parcel shown as C-20FS on the Reference Plan of Mayo, dated February 19, 1993, being a portion of the land described in Application 13594 comprising a portion of Lot 26, Group 1004, Plan 53871 CLSR, 19409 LTO having as a southwesterly boundary the northeasterly boundary of the right-of-way for the Major Highway known as the Silver Trail,",appendex settlement land description settlement land description nacho nyak dun cf fee simple parcel shown cf reference plan mayo dated february portion land described application comprising portion lot group plan clsr lto southwesterly boundary northeasterly boundary rightofway major highway known silver trail
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 1.17 hectares.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-21B
Category B, being the Parcel shown as C-21B on the Reference Plan of Mayo, dated February 19, 1993, being a portion of the land described in Reservation 105M12-0000-00023 comprising Lot 95, Group 1004, Plan 51735 CLSR, 26354 LTO,",appendex settlement land description settlement land description nacho nyak dun cb category b parcel shown cb reference plan mayo dated february portion land described reservation comprising lot group plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 3.69 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-22B
Category B, being the Parcel shown as C-22B on the Reference Plan of Mayo, dated February 19, 1993, being a portion of the land described in Reservation 105M12-0000-00020 comprising Lot 1065, Quad 105 M/12,",appendex settlement land description settlement land description nacho nyak dun cb category b parcel shown cb reference plan mayo dated february portion land described reservation comprising lot quad
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 1.800 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-23FS/D
Fee Simple - Developed, being the Parcel shown as C-23FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 14 and 15, Block 3, Townsite of Mayo, Plan 17544 CLSR, 21592 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"provided that:
- no later than the Effective Date of this Agreement, the First Nation of Nacho Nyak Dun and the owner of any improvements located on the Parcel shall enter into an agreement concerning all right, title and interest in the property, failing which the land shall not become Settlement Land,",appendex settlement land description settlement land description nacho nyak dun provided later effective date agreement nacho nyak dun owner improvement located parcel shall enter agreement concerning right title interest property failing land shall become settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.055 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-24FS/D
Fee Simple - Developed, being the Parcel shown as C-24FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 6 and 7, Block 3, Townsite of Mayo, Plan 17544 CLSR, 21592 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"provided that:
- no later than the Effective Date of this Agreement, the owner registered in the Land Titles Office shall transfer all right, title and interest in the land to the First Nation of Nacho Nyak Dun, failing which thw land shall not become Settlement Land,",appendex settlement land description settlement land description nacho nyak dun provided later effective date agreement owner registered land title office shall transfer right title interest land nacho nyak dun failing thw land shall become settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.06 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-25FS/D
Fee Simple - Developed, being the Parcel shown as C-25FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 1 and 2, Block 2, Townsite of Mayo, Plan 17544 CLSR, 21592 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"provided that:
- no later than the Effective Date of this Agreement, the owner registered in the Land Titles Office has transferred all right, title and interest in the Parcel to the First Nation of Nacho Nyak Dun, failing which, the land shall not become Settlement Land,",appendex settlement land description settlement land description nacho nyak dun provided later effective date agreement owner registered land title office transferred right title interest parcel nacho nyak dun failing land shall become settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.06 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-26FS/D
Fee Simple - Developed, being the Parcel shown as C-26FS/D on the Reference Plan of Mayo, dated February 19, 1993, being the land described in:",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february land described
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"- Reservation 105M12-0000-00004 comprising a portion of Lots 27, 28 and 29, Block 1, Townsite of Mayo, Plan 28481 CLSR, 12544 LTO;",appendex settlement land description settlement land description nacho nyak dun reservation comprising portion lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"- Reservation 105M12-0000-00012 comprising a portion of Lots 28, 29 and 30, Block 1, Townsite of Mayo, Plan 28481 CLSR, 12544 LTO; and",appendex settlement land description settlement land description nacho nyak dun reservation comprising portion lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"- Reservation 105M12-0000-00031 comprising a portion of Lots 29 and 30, Block 1, Townsite of Mayo, Plan 28481 CLSR, 12544 LTO,",appendex settlement land description settlement land description nacho nyak dun reservation comprising portion lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.15 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-27FS/D
Fee Simple - Developed, being the Parcel shown as C-27FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 19 and 20, Block 25, Townsite of Mayo, Plan 31438 CLSR, 14104 LTO and the land described in Application 12559 comprising Lots 32, 33, 34 and 35, Block 25, Townsite of Mayo, Plan 67556 CLSR, 62158 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto land described application comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.33 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-28FS/D
Fee Simple - Developed, being the Parcel shown as C-28FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lot 25, Block 26, Townsite of Mayo, Plan 67247 CLSR, 60805 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.06 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-29FS/D
Fee Simple - Developed, being the Parcel shown as C-29FS/D on the Reference Plan of Mayo, dated February 19, 1993, being the land described in Reservation 105M12-0000-00013 comprising Lots 7, 8 and 9, Block 16, Townsite of Mayo, Plan 28481 CLSR, 12544 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february land described reservation comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.04 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-30FS/D
Fee Simple - Developed, being the Parcel shown as C-30FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lot 30, Block 26, Townsite of Mayo, Plan 67247 CLSR, 60805 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.06 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-31FS/D
Fee Simple - Developed, being the Parcel shown as C-31FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 27 and 28, Block 26, Townsite of Mayo, Plan 67247 CLSR, 60805 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.12 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-32FS/D
Fee Simple - Developed, being the Parcel shown as C-32FS/D on the Reference Plan of Mayo, dated February 19, 1993, being the land described in Reservation 105M12-0000-00017 comprising Lots 2 and 3, Block 33, Townsite of Mayo, Plan 50642 CLSR, 24315 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february land described reservation comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.04 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-33FS/D
Fee Simple - Developed, being the Parcel shown as C-33FS/D on the Reference Plan of Mayo, dated February 19, 1993,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"provided that:
- no later than the Effective Date of this Agreement, the owner of any improvements located on the Parcel and the First Nation of Nacho Nyak Dun shall enter into a written agreement concerning all right, title and interest in the property located on this Parcel, failing which, the land shall not become Settlement Land,",appendex settlement land description settlement land description nacho nyak dun provided later effective date agreement owner improvement located parcel nacho nyak dun shall enter written agreement concerning right title interest property located parcel failing land shall become settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 0.10 hectares.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-34FS/D
Fee Simple - Developed, being the Parcel shown as C-34FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 11, 12, 13 and 14, Block 12, Townsite of Mayo, Plan 17544 CLSR, 21592 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"provided that:
- no later than the Effective Date of this Agreement, the owner registered in the Land Titles Office shall transfer all right, title and interest in the land to the First Nation of Nacho Nyak Dun, failing which, the land shall not become Settlement Land,",appendex settlement land description settlement land description nacho nyak dun provided later effective date agreement owner registered land title office shall transfer right title interest land nacho nyak dun failing land shall become settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.14 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-35FS/D
Fee Simple - Developed, being the Parcel shown as C-35FS/D on the Reference Plan of Mayo, dated February 19, 1993, being the land described in Reservation 105M12-0000-00019 comprising Lot 31, Block 13, Townsite of Mayo, Plan 67077 CLSR, 59667 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february land described reservation comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.14 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-36FS/D
Fee Simple - Developed, being the Parcel shown as C-36FS/D on the Reference Plan of Mayo, dated February 19, 1993, being a portion of Application 12557 comprising Lots 31, 32, 33, 34, 35 and 36, Block 23, Townsite of Mayo, Plan 67247 CLSR, 60805 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february portion application comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.42 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-37FS/D
Fee Simple - Developed, being the Parcel shown as C-37FS/D on the Reference Plan of Mayo, dated February 19, 1993, comprising Lots 15, 16, 17, 18, 19, 20 and 21, Block 27, Townsite of Mayo, Plan 31438 CLSR, 14104 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.20 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-38FS/D
Fee Simple - Developed, being the Parcel shown as C-38FS/D on the Reference Plan of Mayo, dated February 19, 1993, being the land described in Application 12558 comprising Lots 24, 25, 26, 27 and 28, Block 24, Townsite of Mayo, Plan 67247 CLSR, 60805 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february land described application comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 1.56 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-39B
Category B, being the Parcel shown as C-39B on the Reference Plan of Stewart Crossing, dated February 19, 1993, having as a westerly boundary the easterly bank of Crooked Creek,",appendex settlement land description settlement land description nacho nyak dun cb category b parcel shown cb reference plan stewart crossing dated february westerly boundary easterly bank crooked creek
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"subject to the following Special Condition:
- any ten metre wide easement to be established in respect of existing utility lines on Parcel C-39B, in favour of the Yukon Electrical Company Limited,",appendex settlement land description settlement land description nacho nyak dun subject following special condition ten metre wide easement established respect existing utility line parcel cb favour yukon electrical company limited
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 22.55 hectares.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-40B/D
Category B - Developed, being the Parcel shown as C-40B/D on the Reference Plan of Stewart Crossing, dated February 19, 1993, being the land described in Reservation 115P07-0000-00014 comprising Lot 1009, Quad 115 P/7, Plan 70091 CLSR, 78162 LTO,",appendex settlement land description settlement land description nacho nyak dun cbd category b developed parcel shown cbd reference plan stewart crossing dated february land described reservation p comprising lot quad p plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.93 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-41FS/D
Fee Simple - Developed, being the Parcel shown as C-41FS/D on the Reference Plan of Mayo, dated February 19, 1993, being the land described in Application 13592 comprising Lots 26, 27, 28, 29 and 30, Block 9, Townsite of Mayo, Plan 17544 CLSR, 21592 LTO,",appendex settlement land description settlement land description nacho nyak dun cfsd fee simple developed parcel shown cfsd reference plan mayo dated february land described application comprising lot block townsite mayo plan clsr lto
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"having an area of 0.13 hectares, more or less.",appendex settlement land description settlement land description nacho nyak dun area hectare le
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-42B
Category B, being the Parcel shown as C-42B on the Reference Plan of Stewart Crossing, dated February 19, 1993,",appendex settlement land description settlement land description nacho nyak dun cb category b parcel shown cb reference plan stewart crossing dated february
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,having an area of approximately 26.58 hectares.,appendex settlement land description settlement land description nacho nyak dun area approximately hectare
First Nation of Nacho Nyak Dun Final Agreement,1993,Appendex A - Settlement Land Descriptions,Settlement Land Descriptions of the First Nation of Nacho Nyak Dun,3.2.10,"C-43B/D
Category B - Developed, being the Parcel shown as C-43B/D on the Reference Plan of Stewart Crossing, dated February 19, 1993, including the land described in Reservation 115P07-0000-00015 comprising Lot 1008, Quad 115 P/7, Plan 70090 CLSR, LTO 78161,",appendex settlement land description settlement land description nacho nyak dun cbd category b developed parcel shown cbd reference plan stewart crossing dated february including land described reservation p comprising lot quad p plan clsr lto
